product_id,product_name,category,price,currency,is_active
1,Господь,Home,54.47,USD,False
2,Набор,Books,114.79,EUR,True
3,Вздрагивать,Electronics,49.98,RUB,False
4,Фонарик,Electronics,392.93,RUB,False
5,Фонарик,Clothing,798.13,EUR,True
6,Холодно,Sports,572.88,USD,True
7,Порядок,Clothing,1457.07,EUR,True
8,Академик,Clothing,1612.32,USD,True
9,Куча,Sports,291.56,EUR,True
10,Чем,Electronics,1866.64,EUR,False
11,Правый,Books,831.96,USD,True
12,Ответить,Home,1665.41,RUB,False
13,Совещание,Electronics,990.73,USD,False
14,Построить,Electronics,603.84,RUB,False
15,Падать,Books,837.23,USD,True
16,Исполнять,Sports,1530.61,RUB,False
17,Боец,Clothing,1164.23,RUB,True
18,Лететь,Home,749.54,USD,True
19,Конструкция,Home,296.54,USD,True
20,Приятель,Home,548.98,USD,False
21,Исследование,Books,586.87,RUB,True
22,Равнодушный,Home,1530.56,EUR,False
23,Кпсс,Sports,546.56,RUB,False
24,Неожиданно,Home,857.08,EUR,False
25,Услать,Books,683.92,RUB,True
26,Рай,Sports,1663.99,RUB,True
27,Чувство,Books,837.61,USD,False
28,Около,Clothing,699.68,RUB,False
29,Сынок,Electronics,348.55,USD,True
30,Интернет,Books,1714.35,USD,True
31,Дыхание,Electronics,1962.31,USD,True
32,Господь,Electronics,1550.51,USD,True
33,Выкинуть,Home,940.82,RUB,True
34,Очко,Books,1510.33,RUB,True
35,Витрина,Home,373.64,RUB,False
36,Конференция,Sports,707.65,USD,True
37,Избегать,Books,202.72,RUB,True
38,Близко,Electronics,1928.71,RUB,True
39,Собеседник,Clothing,1848.84,EUR,True
40,Сверкать,Home,882.13,EUR,False
41,Свежий,Home,432.48,USD,False
42,Сходить,Home,225.08,RUB,True
43,Отъезд,Clothing,169.08,RUB,False
44,Сверкающий,Clothing,1375.66,EUR,False
45,Достоинство,Clothing,381.63,RUB,False
46,Армейский,Electronics,362.7,EUR,False
47,Зато,Clothing,1047.71,EUR,True
48,Зачем,Home,1484.16,USD,False
49,Поколение,Books,404.53,EUR,False
50,Сынок,Home,560.64,RUB,False
51,Заплакать,Clothing,715.41,RUB,False
52,Приходить,Clothing,299.01,EUR,True
53,Славный,Electronics,1258.6,USD,False
54,Штаб,Home,1357.82,USD,False
55,Жидкий,Sports,1245.82,EUR,False
56,Спорт,Home,407.85,RUB,False
57,Пища,Electronics,1619.92,EUR,True
58,Рабочий,Clothing,770.34,USD,True
59,Сверкать,Books,357.85,EUR,False
60,Трясти,Electronics,273.3,RUB,False
61,Заработать,Clothing,1321.86,RUB,True
62,Отражение,Clothing,1015.84,RUB,False
63,Ломать,Sports,1534.11,USD,True
64,Неудобно,Electronics,1674.68,RUB,False
65,Доставать,Clothing,764.24,EUR,True
66,Интернет,Sports,1324.17,USD,True
67,Налоговый,Sports,1738.54,EUR,True
68,Цепочка,Clothing,924.51,EUR,True
69,Страсть,Clothing,1393.44,RUB,False
70,Ленинград,Books,648.23,EUR,False
71,Радость,Sports,1008.02,EUR,False
72,Подробность,Electronics,1939.01,RUB,True
73,Правление,Clothing,578.27,USD,True
74,Ручей,Home,1436.83,USD,False
75,Головной,Home,857.08,RUB,False
76,Грустный,Clothing,868.66,EUR,False
77,Соответствие,Sports,1344.76,USD,False
78,Сохранять,Clothing,429.84,EUR,False
79,Тусклый,Books,1869.6,EUR,False
80,Растеряться,Home,299.75,EUR,False
81,Поговорить,Books,640.71,EUR,False
82,При,Sports,1648.3,USD,False
83,Поставить,Home,480.77,EUR,False
84,Аж,Electronics,1121.85,USD,True
85,Число,Home,857.08,RUB,True
86,Ответить,Electronics,1290.37,USD,True
87,Подробность,Clothing,631.24,EUR,True
88,Экзамен,Books,796.81,USD,True
89,Успокоиться,Sports,1046.31,EUR,False
90,Выбирать,Home,1769.71,EUR,False
91,Медицина,Books,1612.65,USD,True
92,Команда,Home,354.43,RUB,True
93,Девка,Home,983.27,RUB,False
94,Оборот,Books,952.33,EUR,False
95,Оборот,Sports,1432.76,USD,True
96,Передо,Sports,1382.91,EUR,False
97,Цель,Electronics,1279.7,RUB,True
98,Покидать,Clothing,1716.01,EUR,False
99,Заложить,Books,185.05,USD,False
100,Добиться,Clothing,1264.55,USD,False
101,Ставить,Clothing,1733.56,RUB,False
102,Карман,Electronics,1853.36,USD,False
103,Близко,Sports,1015.14,RUB,False
104,Конференция,Books,837.4200000000001,RUB,False
105,Нажать,Home,1583.08,EUR,True
106,Князь,Books,226.1,RUB,False
107,Да,Books,1586.32,EUR,True
108,Рабочий,Books,1376.5,USD,False
109,Правый,Sports,738.36,USD,True
110,Миллиард,Books,1896.48,USD,False
111,Идея,Clothing,400.54,RUB,False
112,Настать,Books,1202.78,RUB,True
113,Недостаток,Clothing,33.16,RUB,False
114,Покидать,Home,241.43,EUR,False
115,Дрогнуть,Books,767.24,EUR,True
116,Порода,Home,839.57,EUR,True
117,Промолчать,Clothing,1237.27,USD,True
118,Опасность,Clothing,940.42,RUB,True
119,Равнодушный,Home,1428.11,USD,True
120,Военный,Clothing,1116.21,EUR,True
121,Второй,Clothing,15.7,RUB,False
122,Отметить,Books,268.82,EUR,True
123,Достоинство,Books,1009.97,USD,False
124,Народ,Home,1421.96,USD,True
125,Вскакивать,Home,1000.93,EUR,False
126,Некоторый,Home,1806.07,RUB,False
127,Карман,Clothing,874.37,USD,False
128,Носок,Electronics,111.18,EUR,False
129,Салон,Clothing,331.29,USD,False
130,Ныне,Clothing,716.26,USD,True
131,Ботинок,Books,251.69,USD,False
132,Лапа,Electronics,1128.68,RUB,True
133,Дурацкий,Electronics,835.76,EUR,True
134,Написать,Home,572.14,RUB,True
135,Торговля,Clothing,1674.77,EUR,False
136,Потрясти,Sports,1046.31,EUR,False
137,Сомнительный,Sports,1895.1,USD,True
138,Бегать,Electronics,1727.24,RUB,True
139,Совет,Home,1096.58,USD,True
140,Ход,Books,1930.27,USD,False
141,Вскакивать,Books,1560.09,USD,False
142,Трубка,Home,984.24,RUB,True
143,Рис,Books,721.29,EUR,False
144,Гулять,Clothing,1771.4,USD,False
145,Сопровождаться,Clothing,1622.93,USD,True
146,Пятеро,Books,1029.12,EUR,True
147,Порт,Clothing,584.95,EUR,True
148,Горький,Books,1968.45,RUB,False
149,Грустный,Electronics,594.49,RUB,True
150,Выраженный,Sports,1023.75,EUR,False
151,Совет,Electronics,513.45,RUB,False
152,Жить,Electronics,363.21,EUR,False
153,Предоставить,Clothing,631.32,RUB,False
154,Висеть,Books,685.96,USD,True
155,Тюрьма,Electronics,1495.32,EUR,True
156,Аллея,Clothing,16.66,EUR,False
157,Бегать,Clothing,1738.22,EUR,False
158,Магазин,Home,1382.87,USD,True
159,Темнеть,Books,274.55,USD,True
160,Жестокий,Sports,964.83,USD,True
161,Место,Electronics,605.33,USD,True
162,Головной,Clothing,1805.32,EUR,True
163,Темнеть,Sports,1720.29,EUR,True
164,Призыв,Clothing,671.03,EUR,False
165,Валюта,Home,1475.47,USD,False
166,Ботинок,Clothing,802.36,USD,True
167,Премьера,Electronics,1058.98,EUR,False
168,Возбуждение,Home,1778.84,EUR,False
169,Низкий,Home,46.51,EUR,True
170,Непривычный,Sports,1017.73,RUB,False
171,Угроза,Clothing,266.66,RUB,False
172,Налево,Sports,1592.97,USD,False
173,Коробка,Books,1382.94,USD,True
174,Вариант,Clothing,1213.47,EUR,True
175,Очко,Home,422.82,EUR,True
176,Эпоха,Electronics,353.56,EUR,False
177,Песенка,Clothing,232.37,EUR,False
178,Похороны,Sports,1570.85,EUR,True
179,Гулять,Electronics,1707.55,RUB,True
180,Выражаться,Electronics,1853.63,USD,True
181,Цель,Electronics,1648.1,USD,False
182,Темнеть,Sports,318.28,EUR,True
183,Очутиться,Electronics,312.82,USD,False
184,Жить,Clothing,1939.43,EUR,False
185,Жестокий,Clothing,1012.52,EUR,True
186,Отражение,Books,307.46,USD,False
187,Научить,Sports,829.75,RUB,False
188,Вытаскивать,Sports,1887.76,USD,True
189,Новый,Clothing,679.92,USD,False
190,Результат,Sports,1519.59,USD,False
191,Цвет,Home,841.51,RUB,False
192,Порядок,Sports,1046.31,RUB,True
193,Вообще,Sports,1402.09,RUB,False
194,Кольцо,Clothing,1396.45,USD,False
195,Четко,Books,173.14,RUB,False
196,Дружно,Home,431.4,RUB,True
197,Четко,Home,51.73,USD,False
198,Волк,Electronics,1454.39,EUR,False
199,Конференция,Electronics,1255.84,EUR,False
200,Академик,Books,837.4200000000001,RUB,True
201,Изредка,Sports,703.92,RUB,True
202,Войти,Home,1430.13,RUB,True
203,Спичка,Clothing,1646.57,EUR,True
204,Тысяча,Books,189.04,EUR,True
205,Успокоиться,Sports,741.74,EUR,False
206,Перебивать,Clothing,1170.69,RUB,False
207,Плясать,Clothing,1648.5,USD,True
208,Цвет,Books,1390.47,RUB,False
209,Запретить,Electronics,1843.79,USD,False
210,Девка,Home,1145.67,EUR,False
211,Порог,Books,610.0,RUB,False
212,Цвет,Books,102.06,USD,False
213,Похороны,Electronics,9.16,EUR,False
214,Рай,Clothing,1148.25,EUR,True
215,Рассуждение,Clothing,1525.09,RUB,False
216,Бак,Sports,302.22,RUB,False
217,Советовать,Electronics,777.53,RUB,False
218,Домашний,Electronics,1473.15,RUB,False
219,Стакан,Books,1124.28,RUB,True
220,Горький,Sports,1914.8,USD,True
221,Изображать,Home,1318.22,USD,True
222,Выдержать,Electronics,1660.23,RUB,False
223,Полностью,Electronics,806.59,EUR,False
